idrssd,year,bank_name,assets_c,tier1_capital_c,total_loans_c
677970,2023,Union Savings And Loan Association,227923,20997,0
678052,2023,"Bank Of San Jacinto County, Coldspring, Texas, The",46475,5912,0
678070,2023,Sewickley Savings Bank,285811,93167,0
678258,2023,State Bank Of Lakota,72344,5581,0
678454,2023,Marion State Bank,219512,24628,0
678557,2023,Citizens State Bank & Trust Company,107855,15797,0
678744,2023,Central State Bank,448360,38561,0
679451,2023,Elk State Bank,126827,10761,0
680055,2023,United Community Bank Of North Dakota,379153,36377,0
680130,2023,Citizens Trust Bank,806801,74808,0
680354,2023,Bank Of Blue Valley,1425798,155002,0
680457,2023,The Yellowstone Bank,1189869,151255,327
680747,2023,Farmers State Bank-Hillsboro,214920,36046,0
680813,2023,The Farmers National Bank of Canfield,4065303,372679,858
681043,2023,First Security State Bank,93299,12191,0
681249,2023,Highland State Bank,43607,4481,0
682143,2023,County National Bank,1165269,92272,751
682563,2023,Frost Bank 041,52953767,3789056,0
682648,2023,Fairfax State Savings Bank,242787,24058,0
683449,2023,Maquoketa State Bank,397356,64434,0
683814,2023,Kentucky Farmers Bank,267317,44267,0
684455,2023,BOM Bank,884021,85791,47175
685023,2023,The Citizens National Bank Of Mcconnelsville,111611,11473,0
685649,2023,Northwest Bank of Rockford,361181,36762,421
685676,2023,Opportunity Bank Of Montana,1941231,188905,8250
685779,2023,Riverwood Bank,587264,49361,270
686459,2023,Exchange Bank Of Missouri,305994,31163,0
686570,2023,Ladysmith Federal Savings & Loan Association,77616,7100,0
686758,2023,The First State Bank Of Shelby,177944,31637,0
687009,2023,Lakeland Bank,10777878,1038660,536
687054,2023,Bank of Oak Ridge,82934,12506,0
687830,2023,THE FREDERICK COMMUNITY BANK,185063,16755,0
687951,2023,First Western Bank & Trust,2022880,185526,1586
688079,2023,"Wells Fargo Trust Company, National Association",1302709,1249880,0
688257,2023,First Texas Bank,436054,40418,0
688453,2023,Citizens State Bank at Mohall,70990,8110,0
688556,2023,Bank of New Madrid,123049,13739,0
689209,2023,Country Bank for Savings,1659376,290113,0
689357,2023,Northeast Bank,715822,70305,0
689759,2023,Union Bank & Trust Company,216216,16554,0
691042,2023,"Merchants & Planters Bank, The",46262,5443,0
691556,2023,FIRST MINNETONKA CITY BANK,269460,27672,0
691743,2023,ANNA STATE BANK,108233,13875,0
691958,2023,Midwest Regional Bank,911132,89831,5734
692450,2023,St. Clair County State Bank,182370,23643,0
692704,2023,"Wellington Trust Company, NA",99934,50519,0
692946,2023,TOWN & COUNTRY BANK and TRUST COMPANY,435491,45617,0
693073,2023,First Federal Savings And Loan Association Of Centerburg,26306,5072,0
693224,2023,Atlantic Union Bank,20342081,2154594,3936
693345,2023,"First Financial Bank, National Association",4973142,458467,1707
693952,2023,Security First Bank Of North Dakota,239388,29409,0
694146,2023,Maxwell State Bank,27008,2332,0
694771,2023,Farmers State Bank,69453,4664,0
694847,2023,Century Bank and Trust,454360,50050,0
694904,2023,"Flagstar Bank, N.A.",90036656,7652815,1114634
695349,2023,TRI-COUNTY BANK,523761,59707,0
695947,2023,Bank of Bluffs,62452,8253,0
696047,2023,Bedford Loan & Deposit Bank,117677,15591,0
696168,2023,Balboa Thrift & Loan Association,363166,51659,0
696430,2023,Home State Bank/National Association,763899,86025,2701
696645,2023,The Home National Bank of Thorntown,157945,14419,0
697035,2023,COVINGTON COUNTY BANK,85526,9125,0
697147,2023,The Hometown Savings Bank,497776,36662,0
697156,2023,HOMEBANK,520412,49571,0
697231,2023,FNBT BANK,586236,60059,539
697763,2023,Westamerica Bank,6909609,592804,0
697950,2023,City National Bank,67694,7155,0
697978,2023,Community Bank of the Chesapeake,2408423,248187,0
698144,2023,Community Financial Services Bank,1401542,140393,24266
698546,2023,First State Bank of Campbell Hill,148456,17366,0
698649,2023,Thumb Bank & Trust,379172,33656,0
699105,2023,Bluestone Bank,1398628,140164,1782
699253,2023,The Citizens Bank Of Edina,87639,10289,0
700140,2023,Montezuma State Bank,51973,6428,0
700252,2023,CITIZENS NATIONAL BANK,107508,11409,0
700430,2023,The Commercial Bank,231725,23744,0
700458,2023,Merchants Bank,238973,19873,0
701062,2023,Central Pacific Bank,7419533,675331,1105
701222,2023,Merchants National Bank,1265974,101671,0
701839,2023,Citizens Bank And Trust,1324883,98364,0
701857,2023,CROWELL STATE BANK,45310,4851,0
702117,2023,"NBT Bank, N.A.",11659908,1133481,562
702359,2023,Texas Heritage Bank,213826,22145,0
702612,2023,FIRST SOUTHERN NATIONAL BANK,1166483,98658,0
702836,2023,First Farmers And Commercial Bank,199864,17598,0
702911,2023,The Peoples Bank Co,785773,77643,0
702966,2023,FARMERS STATE BANK,55948,5735,0
703039,2023,The Jefferson Bank,151538,25433,0
703552,2023,"Horizon Bank, SSB",2362329,193391,0
703767,2023,Central Valley Community Bank,2421530,266374,0
705378,2023,Del Norte Bank,124440,12467,375
705556,2023,Neighborhood National Bank,315796,28969,4854
706030,2023,South Coast Bank & Trust,214753,18530,0
706058,2023,First National Bank of Moose Lake,124170,18099,0
706236,2023,Bank of Mingo,137405,17267,0
706254,2023,The Community State Bank,316641,30657,0
706450,2023,Lake Country Community Bank,35943,2762,0
706656,2023,Community Bank of Marshall,221653,18775,0
707354,2023,First State Community Bank,3866130,381826,2127
708379,2023,SECURITY SAVINGS BANK,254022,25885,0
709143,2023,Midwest Bank,679419,60343,32
709451,2023,Commercial Trust Company Of Fayette,177954,16162,0
709554,2023,Western Bank,329667,24352,0
709602,2023,UNIBANK FOR SAVINGS,2501503,211887,0
709639,2023,Macon Bank & Trust Company,590027,63343,0
709956,2023,OKLAHOMA HERITAGE BANK,111484,10031,0
710176,2023,Verimore Bank,452884,45257,0
710859,2023,The Citizens Bank of Clovis,446182,51967,0
711472,2023,Bank of Guam,2537646,212723,0
711520,2023,Miners Exchange Bank,96392,11427,0
711548,2023,Chelsea State Bank,424408,43671,0
711753,2023,SCRIBNER BANK,88549,11932,0
711801,2023,The Savings Bank,719795,78998,0
712059,2023,United Prairie Bank,837228,76334,0
712648,2023,"Peoples Bank, The",239328,24666,0
712956,2023,First New Mexico Bank,261120,32361,0
713047,2023,Bank of Montgomery,46727,3760,0
713252,2023,Peoples State Bank of Velva,143547,13170,0
713476,2023,"PyraMax Bank, FSB",541100,65497,125
713926,2023,Farmers & Merchants Bank,1245068,106519,1373
714165,2023,"City National Bank Of San Saba, The",89516,9697,0
714437,2023,Mountain Valley Bank,165559,21230,0
714839,2023,First National Bank USA,212468,21486,210
714978,2023,The Cooperative Bank,560585,48612,0
715032,2023,Peoples Bank,157671,14187,0
715050,2023,Star Bank,380971,34049,0
715144,2023,Grundy Bank,363421,36577,0
715340,2023,West Michigan Community Bank,903424,78150,0
715470,2023,First Western Federal Savings Bank,68688,10111,0
715630,2023,Citizens Bank & Trust Company of Grainger County,275314,37709,0
715872,2023,Lifestore  Bank,420575,44860,0
715975,2023,Amory Federal Savings   Loan Association,71883,10972,0
716374,2023,First Harrison Bank,1146163,107377,794
716833,2023,Marquette Bank,2041285,163522,526
716851,2023,COMMUNITY BANK OF RAYMORE,357797,27939,0
716954,2023,CITIZENS FIRST BANK,305821,29415,0
717232,2023,Peoples Bank Of Graceville,115513,11671,0
717670,2023,Systematic Savings Bank,56317,10510,0
717737,2023,Citizens National Bank,1543207,163661,0
717924,2023,SOUTHERN BANK AND TRUST COMPANY,4592140,402336,2978
718145,2023,First Security Bank,852086,72667,0
718275,2023,Bank of the Federated States of Micronesia,225251,28475,0
718538,2023,The Grant County Bank,328344,39119,0
719030,2023,The First National Bank Of Peterstown,84376,9492,0
719610,2023,The First National Bank Of Manchester,191454,18160,0
719656,2023,The Callaway Bank,471473,43292,0
719964,2023,FIRST STATE BANK OF PAINT ROCK,166357,17601,0
720157,2023,Marshall County State Bank,39217,6183,0
720344,2023,Bank Of Clarkson,146123,18933,0
720746,2023,The Bradford National Bank of Greenville,521415,56615,320
720858,2023,McIntosh County Bank,114178,11199,0
721350,2023,BANKNORTH,515937,52090,0
721752,2023,"Farmers & Merchants State Bank Of New York Mills, Incorporated",78487,10791,0
721949,2023,First and Farmers National Bank,624296,67919,0
722227,2023,Movement Bank,148047,18933,0
722432,2023,THE BANK OF ROMNEY,361769,49219,0
722544,2023,National Exchange Bank & Trust,2635396,454476,0
722777,2023,"Santander Bank, N.A.",99105686,10888687,99006
722816,2023,Solvay Bank,1117965,109238,0
723112,2023,"Fifth Third Bank, National Association",206289179,18952302,1006611
723158,2023,State Bank of Fairmont,132160,13841,0
723550,2023,The Hamilton Bank,103333,9412,0
723653,2023,Western Bank,282636,31401,0
723756,2023,PEOPLES BANK,52978,6978,0
723868,2023,Pearland State Bank,198130,23357,0
724230,2023,SimplyBank.,692789,69239,0
724744,2023,GNB BANK,630557,62463,0
724904,2023,"Home Loan Investment Bank, F.S.B.",379838,46598,31724
724940,2023,Farmers & Merchants Bank Of Hutsonville,52691,8572,0
725077,2023,OSB Community Bank,357790,43897,0
725732,2023,Bradesco BAC Florida Bank,3489838,282090,0
725741,2023,Holmes County Bank and Trust Company,148716,18232,0
726458,2023,The First National Bank Of Osakis,90831,7277,0
726953,2023,United Texas Bank,1132317,142871,0
727174,2023,Guardian Savings Bank,1060078,144424,5365
728948,2023,"Midstates Bank, National Association",642549,58921,0
728957,2023,Farmers And Merchants State Bank Of Pierz,314380,27833,0
729011,2023,The Community Bank,599690,54383,0
729057,2023,Pine River State Bank,179389,12824,0
729178,2023,"Cypress Bank, Ssb",221395,24430,0
729310,2023,PATHFINDER BANK,1404490,133684,19
729570,2023,Mutual Savings Bank,48353,12417,0
729842,2023,Bank Of Wolcott,229631,25578,0
729945,2023,Citizens Bank & Trust,123708,10984,0
730745,2023,CITIZENS SAVINGS BANK,32239,4531,0
731050,2023,York State Bank,191612,19508,0
731247,2023,Hills Bank and Trust Company,3979185,520149,1663
731957,2023,First National Bank of Proctor,31028,2534,0
732178,2023,Grand Savings Bank,848960,80021,817
732253,2023,Citizens Progressive Bank,227936,21606,2
732637,2023,Whitesville State Bank,125241,11500,0
732758,2023,Bankers' Bank Of The West,420737,55353,0
732918,2023,Jersey Shore State Bank,1451067,119783,3298
732954,2023,Carmine State Bank,118215,12491,0
733054,2023,Industry State Bank,878450,114199,0
733540,2023,Gateway Bank,122824,12173,0
733559,2023,Great Plains State Bank,317286,42540,0
733661,2023,HATCH BANK,177865,33935,1091
733755,2023,Jonesburg State Bank,127384,10537,0
733951,2023,CITIZENS STATE BANK   TRUST CO,253886,20943,0
734248,2023,Iowa State Bank,427593,47075,0
734350,2023,Gibsland Bank & Trust Company,500932,56155,0
734538,2023,First National Bankers Bank,982653,157172,0
734613,2023,THE BANK OF LANDISBURG,364726,60592,0
735049,2023,Freeland State Bank,62128,8830,0
735067,2023,"TEXAS REPUBLIC BANK, NA",425298,48948,947
735414,2023,"First National Bank Of Blanchester, The",82579,7792,0
735441,2023,American State Bank,1254978,132229,0
735973,2023,Scottsburg Building And Loan Association,78247,14359,0
736158,2023,THE POTTER STATE BANK OF POTTER,48369,7175,0
736206,2023,CAMBRIDGE TRUST COMPANY,5559387,450305,0
736550,2023,Union State Bank,422409,35851,0
737548,2023,BankIowa of Cedar Rapids,785842,86753,0
738013,2023,THE CITIZENS NATIONAL BANK,969379,110402,2393
738040,2023,United Bank Of Iowa,2331206,217603,12380
738143,2023,PROSPECT BANK,719036,63159,0
738255,2023,Town & Country Bank,192470,25510,0
738303,2023,East Cambridge Savings Bank,1609978,136475,0
738657,2023,The City State Bank,55734,4452,0
738769,2023,Community National Bank & Trust Of Texas,1190321,135245,792
739346,2023,Atkins Savings Bank and Trust,137585,18366,0
739355,2023,Texas National Bank,756138,76051,0
739560,2023,FREMONT BANK,5446634,424138,14232
739832,2023,Fisher National Bank,227261,22824,0
740249,2023,First Whitney Bank And Trust,269150,29272,0
741068,2023,Fidelity Bank of Texas,113229,13707,0
741152,2023,Junction National Bank,90982,8324,0
741330,2023,F&M Bank,1556974,141696,6179
741358,2023,PEOPLES STATE BANK,17062,4621,0
741648,2023,SECURITY BANK,64386,7730,0
741844,2023,Farmers Savings Bank,139551,19867,302
741956,2023,THE MER ROUGE STATE BANK,54239,5317,0
741974,2023,First Federal Savings Bank of Kentucky,254739,30437,0
742056,2023,CASTROVILLE STATE BANK,250106,23263,0
742542,2023,First Community Bank,142725,14081,0
742636,2023,Mississippi River Bank,128608,16004,0
742944,2023,Forte Bank,359891,35715,0
743679,2023,RELIANCE SAVINGS BANK,621206,72530,0
743950,2023,Farmers Bank Of Lohman,72897,12065,0
744854,2023,Citizens Bank,522552,64051,0
745150,2023,The Gorham State Bank,43857,4522,0
745347,2023,BOONE BANK & TRUST CO.,158219,14990,0
746157,2023,Sentry Bank,283962,26284,0
746429,2023,Touchstone Bank,621921,61737,0
746755,2023,Bank Of Hays,358044,33466,0
746942,2023,Union State Bank,90094,9355,0
746979,2023,Spratt Savings Bank,153881,30009,0
747051,2023,HOMEPRIDE BANK,127475,11397,0
747257,2023,The Halstead Bank,167245,13499,0
748254,2023,BankCherokee,374064,33078,0
748357,2023,CHAPPELL HILL BANK,60065,4525,0
748441,2023,Warren Bank and Trust Company,139874,22990,0
748964,2023,Texas State Bank,406530,42788,0
749242,2023,Renasant Bank,16995485,1630390,110105
749635,2023,AuburnBank,1023366,106886,0
749840,2023,Farmers State Bank,44338,4624,0
749943,2023,RARITAN STATE BANK,240637,24422,0
750051,2023,NORTH STAR BANK,357241,37276,0
750127,2023,The Peoples Bank,354731,31468,0
750341,2023,Highpoint Community Bank,472144,36968,0
750444,2023,Twin Cedars Bank,58624,6866,0
750846,2023,SECURITY STATE BANK,125358,22398,0
751254,2023,Progrowth Bank,292634,25852,0
751656,2023,Frandsen Bank & Trust,3163444,228205,1480
751852,2023,Central Bank of Kansas City,376709,47786,0
752644,2023,Mechanics Bank,323302,31015,1609
752831,2023,Bank Of Madison,375667,38622,0
753052,2023,MONTROSE SAVINGS BANK,53210,7587,0
753324,2023,Bank of Clarke County,1616263,143214,153
753641,2023,Huron State Bank,78725,10784,0
753856,2023,The Donley County State Bank,52507,8108,0
754068,2023,"C3bank, N.A.",731074,66384,0
754246,2023,LOGAN STATE BANK,76243,6227,0
754536,2023,Vermilion Bank & Trust Company,166543,14153,0
754826,2023,Vinton County National Bank,1361287,137837,525
754853,2023,The First National Bank Of Hutchinson,944900,112292,0
754929,2023,The National Bank Of Blacksburg,1674446,183623,0
755252,2023,Cross Keys Bank,548771,63853,766
755421,2023,THE BLUE GRASS VALLEY BANK,57171,5570,0
755458,2023,Foresight Bank,329643,32024,0
756343,2023,Malvern Bank,184684,16188,0
756848,2023,Community First Bank,255402,21508,0
757377,2023,Liberty Bank For Savings,881478,205022,0
757452,2023,Farmers State Bank,342121,28402,0
757779,2023,MCS Bank,189253,21791,0
758703,2023,Cambridge Savings Bank,6474352,563163,2845
758842,2023,Citizens Savings Bank,159630,14582,0
758851,2023,First Bank Of The Lake,537950,50799,0
759045,2023,First Eagle Bank,573144,112868,0
759625,2023,Bank of Botetourt,715514,74491,177
760210,2023,THE FARMERS AND MERCHANTS BANK,122193,17927,0
760331,2023,Brannen Bank,831596,44573,0
760340,2023,National Bank of St Anne,127023,10628,0
760434,2023,Ipava State Bank,190833,15454,0
760649,2023,Audubon State Bank,144046,12278,0
760854,2023,Southwest Missouri Bank,1087807,90790,314
760939,2023,First Bank Of Pike,70153,6308,0
760957,2023,THE FIRST STATE BANK OF ROSEMOUNT,106012,8897,0
761244,2023,Belgrade State Bank,391811,34670,0
761459,2023,PINE COUNTRY BANK,249932,22479,0
761543,2023,Ohnward Bank & Trust,391537,48383,880
761806,2023,"Webster Bank, National Association",71166370,6661504,1991
761833,2023,Community Bank & Trust - West Georgia,88392,7661,0
761851,2023,First Independent Bank,473709,40900,0
761954,2023,Coleman County State Bank,184624,18695,738
762045,2023,State Savings Bank,198557,20597,646
762447,2023,"First Mid Bank & Trust, National Association",6704869,692664,338
762474,2023,"Fidelity Bank, N.A.",3078918,302425,6665
762773,2023,Abacus Federal Savings Bank,310557,46389,0
763211,2023,Bank Of Hindman,262901,23553,0
763677,2023,Security Federal Bank,1316994,141452,913
763930,2023,FARMERS & MERCHANTS BANK,638480,54910,0
764030,2023,Ameris Bank,24967889,2464589,392078
764058,2023,Highland Bank,663555,56861,0
764067,2023,The American National Bank Of Mount Pleasant,124938,15732,0
764142,2023,Federation Bank,168363,13710,0
764151,2023,Lovelady State Bank,55113,5399,0
764816,2023,Citizens Guaranty Bank,280725,17264,0
765318,2023,Citizens Bank & Trust Co. Of Jackson,183611,16253,0
765354,2023,BANK OF CROCKER,148034,15845,0
765505,2023,Webster Five Cents Savings Bank,1130141,132348,398
765662,2023,Muenster State Bank,213886,28191,0
765877,2023,Home Savings Bank,102704,15345,0
766052,2023,Community Bank Of El Dorado Springs,119453,18651,0
766164,2023,"TBK Bank, SSB",5331967,697022,5641
767152,2023,First National Bank in Cooper,56456,7014,0
767246,2023,Chesterfield State Bank,22194,2257,0
767255,2023,Lamar Bank and Trust Company,225870,23250,0
767554,2023,"Citizens Bank & Trust Company Of Vivian, Louisiana",159390,18433,977
767572,2023,Tucumcari Federal Savings and Loan Association,38262,5523,0
767611,2023,Bank of Richmondville,179581,19502,0
767732,2023,South Georgia Banking Company,644790,62581,0
767974,2023,"CFBank, NA",1812804,176828,580
768074,2023,First Financial Northwest Bank,1502767,156147,0
768458,2023,Community 1st Bank Las Vegas,174580,17043,0
768476,2023,RAYMOND FEDERAL BANK,66091,6515,0
768953,2023,THE BANK OF TIOGA,347782,28377,0
769156,2023,First State Bank Of Sauk Centre,141914,14335,0
769334,2023,EXCHANGE STATE BANK,103863,11923,0
770451,2023,FARMERS & MERCHANTS STATE BANK OF SPRINGFIELD,147269,10788,0
770545,2023,Middletown State Bank,40609,3722,0
770639,2023,Hometown National Bank,295443,29421,0
770657,2023,"Nodaway Valley Bank, The",1332650,141265,0
770853,2023,FIRST MIDWEST BANK OF DEXTER,501127,48953,309
771047,2023,Citizens State Bank Of Milford,59038,4265,0
771140,2023,Dieterich Bank,1273483,110856,0
771458,2023,First American Bank,1746469,171098,692
771609,2023,Baycoast Bank,2820893,222014,3505
771748,2023,CHELSEA SAVINGS BANK,177830,27831,0
771878,2023,First Federal Savings Bank,363836,42602,1040
772008,2023,South Shore Bank,2111040,199056,0
772446,2023,"Comerica Bank & Trust, National Association",76187,65852,0
772754,2023,Metz Banking Company,95045,10963,0
773032,2023,FARMERS STATE BANK,182652,23365,0
773171,2023,Mid-Central National Bank,133242,17341,0
773247,2023,Midland States Bank,7845713,770566,1286
773443,2023,"Clinton National Bank, The",413471,53178,0
773470,2023,"Malaga Bank, Fsb",1508627,192720,0
773742,2023,CITIZENS NATIONAL BANK OF CHEBOYGAN,483703,32291,0
774132,2023,"Volunteer State Bank, Inc.",1084578,86043,0
774235,2023,"CITIZENS NATIONAL BANK OF QUITMAN, THE",130158,16084,0
774253,2023,Northern State Bank Of Virginia,92793,8658,0
774347,2023,Farmers Savings Bank,235943,30229,0
775054,2023,The Eastern Colorado Bank,591720,63489,0
775241,2023,Community National Bank in Monmouth,55546,6093,0
775456,2023,NATIONAL BANK OF COMMERCE,1248794,140020,74
775773,2023,North Shore Trust and Savings,264519,65633,0
776369,2023,FIRST STATE BANK OF ODEM,193625,22746,0
776547,2023,"Meade County Bank, Inc.",343097,31702,0
777254,2023,HERITAGE BANK MINNESOTA,86377,7543,0
777366,2023,Bank Of The Orient,845747,118798,0
777441,2023,Flora Bank & Trust,112567,10471,0
777870,2023,Altoona First Savings Bank,323074,36928,0
778738,2023,Citizens Bank,1188606,143693,3549
779016,2023,Mifflinburg Bank and Trust Co.,546201,54414,0
779351,2023,"Merchants Bank, National Association (WIN)",2576574,270910,6240
779360,2023,Community Bank,570848,49693,0
779641,2023,The Port Austin State Bank,70921,10492,0
779650,2023,Chippewa Valley Bank,637500,54328,0
779968,2023,STATE BANK OF INDIA (CALIFORNIA),1087572,166634,0
780049,2023,Bank of Kilmichael,270007,24282,0
780218,2023,The Union Bank Company,1084777,109713,3970
780263,2023,Ozona Bank,343458,36552,0
780722,2023,HEBRON SAVINGS BANK,807397,75746,0
780955,2023,WAUMANDEE STATE BANK,324362,28407,484
782016,2023,Bank Of Maysville,156842,23661,0
782306,2023,Brookline Bank,6055752,570530,0
782548,2023,Clinton Bank,64359,12467,0
783161,2023,First Northern Bank Of Dixon,1871361,170533,0
783246,2023,Grinnell State Bank,448401,49797,0
783349,2023,State Bank of Nauvoo,36597,2952,0
783648,2023,Centier Bank,6722761,692007,3480
783844,2023,CITIZENS BANK,1010110,129736,0
783910,2023,North Valley Bank,301938,30680,0
784159,2023,Peoples Community Bank,650597,112250,0
784430,2023,The Merchants & Citizens Bank,128446,18360,0
785147,2023,The Farmers National Bank Of Danville,945407,75198,0
785473,2023,First Savings Bank,2192809,199886,44280
785857,2023,"James Polk Stone Community Bank, The",326263,31338,0
785923,2023,LCNB National Bank,1915139,182819,0
785950,2023,Legacy Bank,618429,66214,0
786210,2023,"Traditional Bank, Inc.",2145608,219271,406
786256,2023,The State Bank,39977,3501,0
786340,2023,First American National Bank,373893,37505,0
786555,2023,Peoples State Bank Of Plainview,350059,29710,0
786612,2023,Mid Penn Bank,4481008,463964,2475
786733,2023,Jefferson Security Bank,461234,38499,0
786948,2023,First Bank Hampton,217904,24176,0
787141,2023,Exchange State Bank,44154,4825,0
787459,2023,Prinsbank,187686,29055,0
787842,2023,First Iowa State Bank,194129,18724,0
788559,2023,FARMERS AND DROVERS BANK,209055,53537,0
788652,2023,WOODLAND BANK,142279,13277,175
788773,2023,Hometown Bank,539421,46795,0
789051,2023,Ninnescah Valley Bank,39532,4651,0
790150,2023,BANK OF IBERIA,64713,5534,0
790271,2023,Washington Savings Bank,588604,68260,0
790543,2023,Community State Bank,1277978,128130,0
790703,2023,Lee Bank,529900,45319,0
790918,2023,FIRST KEYSTONE COMMUNITY BANK,1326957,139881,71
791072,2023,Interstate Bank,273336,23860,0
791353,2023,Bankwest,241436,17655,362
791821,2023,The National Capital Bank Of Washington,643822,68710,0
791942,2023,Nekoosa Port Edwards State Bank,255558,34859,0
792453,2023,State Bank Of Downs,126941,15677,0
792640,2023,State Savings Bank,154443,14999,0
792659,2023,National Bank & Trust,220598,28352,0
794149,2023,Commercial National Bank Of Texarkana,305800,26770,0
794336,2023,First National Bank of South Miami,980770,90454,0
794345,2023,Blue Grass Savings Bank,224302,29240,0
794475,2023,EUREKA HOMESTEAD,103299,19291,0
794653,2023,First National Bank at St. James,37684,2781,0
795249,2023,First State Bank,130423,17499,0
795548,2023,CITIZENS STATE BANK,489452,57303,0
795959,2023,KENNETT TRUST BANK,136877,13708,0
795968,2023,Bank of Hawaii,23579258,1704570,1035
796152,2023,First State Bank,304804,27704,0
796451,2023,Bank Of Kirksville,468428,56539,0
796572,2023,Home Federal Savings Bank,1096108,100250,1281
796657,2023,The Lyon County State Bank,184032,14837,0
797140,2023,The Bank Of New Glarus,427218,45112,0
797775,2023,BLUE FOUNDRY BANK,2040012,298132,0
798512,2023,"First National Bank Of Brooksville, The",76785,7671,0
799359,2023,Red Rock Bank,47523,3955,0
799751,2023,Minnesota National Bank,284787,22895,0
799854,2023,The City National Bank Of Colorado City,236734,25074,0
799939,2023,Hartsburg State Bank,21179,2154,0
799948,2023,FIRST NATIONAL BANK OF LAWRENCE COUNTY,272576,28147,0
800134,2023,"Harvard State Bank, The",311791,27481,0
800442,2023,bank of winona,144294,15992,0
800479,2023,"Tarboro Savings Bank, SSB",52480,7124,0
800657,2023,"Bremer Bank, National Association",15939263,1423785,11851
800853,2023,Centinel Bank of Taos,388302,32211,0
801047,2023,First State Bank,542207,50633,198
801056,2023,The Farmers State Bank,150992,14709,0
801654,2023,The First State Bank,156348,22427,0
802866,2023,Silicon Valley Bank,209026000,16995000,0
803256,2023,TRIUMPH STATE BANK,92405,8647,0
803265,2023,Robert Lee State Bank,43771,5633,0
803649,2023,Green Belt Bank & Trust,643520,56571,0
803658,2023,Farmers State Bank of Trimont,82178,11600,0
803957,2023,KODABANK,415103,45323,0
804150,2023,231,53119,7921,0
804338,2023,FIRST BANK CHICAGO,2054334,185405,0
804374,2023,Home Federal Bank,576756,57356,2247
804422,2023,THE FARMERS & MERCHANTS BANK OF CRAIG COUNTY,86622,13882,0
804860,2023,Citizens State Bank,86106,8696,0
804963,2023,Bank of the West,91580361,7907056,7176
805045,2023,Exchange State Bank,130015,12778,0
805250,2023,FNB BANK,277174,27198,0
805335,2023,Bank Of Monticello,165032,16432,0
805755,2023,First National Bank North,753204,71807,0
805876,2023,PennCrest BANK,221830,31029,0
806846,2023,Bank Five Nine,1675982,176266,1991
806958,2023,Midwest Bank,704321,65765,421
807348,2023,BRISTOL MORGAN BANK,176261,18416,0
807432,2023,Mount Vernon Bank,155078,15474,0
807656,2023,Citizens Bank of Ada,301630,22242,1
807955,2023,"American Bank, N.A.",2376539,215968,0
808260,2023,Farmers & Merchants Bank Of Central California,5328781,502838,0
808345,2023,State Central Bank,48465,5149,0
808354,2023,State Bank of Wheaton,122291,9476,0
808653,2023,TruCommunity Bank,316563,32230,0
809070,2023,Mutual Savings and Loan Association,39141,13930,0
809276,2023,"United Midwest Savings Bank, National Association",471573,50534,97338
809379,2023,Investors Community Bank,99401,10051,0
809650,2023,"Texana Bank, National Association",270427,20626,1993
809771,2023,Yakima Federal Savings and Loan Association,2019897,509723,0
809856,2023,The Bank of Burlington,78231,10081,0
810544,2023,Crawford County Trust And Savings Bank,273075,21718,235
811046,2023,Bankers Trust Company,6104235,605834,0
811457,2023,First National Bank of Lipan,27311,2149,0
811541,2023,Auburn Banking Company,114728,10197,0
811550,2023,American Exchange Bank,80649,9162,0
811747,2023,Security Savings Bank,503113,47183,0
812164,2023,"STATE STREET BANK AND TRUST COMPANY OF CALIFORNIA,N.A",8785,8587,0
812379,2023,FIRST COMMUNITY BANK OF CULLMAN,121198,13184,0
812436,2023,Itasca Bank & Trust Co.,731397,69364,0
812557,2023,Bank Forward,896699,90965,0
812614,2023,"Commercial Bank Of Grayson, The",212590,26658,0
813059,2023,Harwood State Bank,47355,4274,0
813572,2023,Cecil  Bank,237620,21640,0
813853,2023,Community Resource Bank,375385,38492,0
814074,2023,"First Federal Bank, A Fsb",139570,14872,6951
814355,2023,Security State Bank Of Oklee,42178,6707,0
814430,2023,CITY NATIONAL BANK OF FLORIDA,25260713,2358754,48380
814458,2023,CHARTER BANK,347761,34256,0
814476,2023,Millville Savings Bank,159056,20394,0
814551,2023,Kearney Trust Company,283932,26679,0
814711,2023,PEOPLES BANK AND TRUST COMPANY,291931,24361,0
815053,2023,Goppert Financial Bank,240666,22027,0
815147,2023,Honor Bank,370352,31681,0
815156,2023,"Dakota Community Bank   Trust, N.A.",1240396,88830,1887
815277,2023,Quaint Oak Bank,793048,53115,133222
815754,2023,Bank Of Cherokee County,295126,45894,0
815772,2023,The Cincinnatus Savings And Loan Company,128699,24692,0
816256,2023,The First National Bank of Hooker,98100,13118,0
816304,2023,Marblehead Bank,280576,22632,0
816603,2023,"The Washington Trust Company, of Westerly",6659837,554879,8987
816751,2023,Kindred State Bank,40198,3022,0
817477,2023,Union Savings Bank,191921,16973,152
817824,2023,"PNC Bank, National Association",552307127,43657609,1010389
818401,2023,Main Street Bank,1463645,162117,1705
818540,2023,FIRST NATIONAL BANK OF MANNING,89770,12285,0
818559,2023,FIRST STATE BANK OF RED WING,84963,7739,0
818652,2023,Stockmens National Bank In Cotulla,98120,12203,0
819154,2023,First Security State Bank,160005,11765,0
819172,2023,The Peoples Savings Bank,147491,14365,0
819453,2023,Bank Of Odessa,382801,51751,0
